Guatemala,GUA,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,67,11,28,10,53,52,41,0,28,0,18,0,19,0,13,0,24,0,25
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,7,1,6,6,1,6,4,0,10,12,8,7,0,9,0,4,0,4,0,4,0,6,0,7
Haiti,HAI,0,4,0,0,0,0,0,16,3,3,0,0,0,0,1,0,0,7,14,0,3,5,8,0,7,0,5,0,8,0,7,0,5,0,10
Hong Kong,HKG,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,47,25,18,50,0,87,89,66,0,32,0,46,5,38,3,47,3,55,1,47
Hungary,HUN,18,34,9,99,98,194,144,230,120,361,263,364,199,312,361,324,368,291,394,0,16,322,411,0,315,24,238,46,256,32,216,32,201,37,0
Iceland,ISL,0,0,0,0,1,2,0,0,0,0,13,35,42,16,21,15,24,30,38,24,45,48,46,14,15,12,29,12,34,12,31,7,36,11,14
India,IND,0,5,0,0,0,0,7,27,24,26,30,89,94,79,49,112,30,43,26,78,53,58,65,0,54,1,70,1,81,5,67,3,91,2,130
Individual Olympics Atheletes,IOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,4,0,0,0,0,0,4,1,9
Indonesia,INA,0,0,0,0,0,0,0,0,0,0,0,0,3,24,22,0,6,7,11,0,23,43,47,0,39,0,48,0,35,0,22,0,22,0,29
Iran,IRI,0,1,0,0,0,0,0,0,0,0,0,39,23,26,24,108,26,68,116,0,0,26,44,0,18,1,34,2,37,3,55,7,57,7,67
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,13,0,0,28,19,4,0,0,44,25,28,8,0,3,0,4,0,24,0,4,0,8,0,20
Ireland,IRL,0,0,0,0,0,0,0,58,44,18,0,81,25,25,58,32,57,84,59,57,55,78,79,0,99,8,76,9,55,5,63,7,76,8,93
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,31,3,46,13,39,17,34,0,65,29,44,1,38,3,58,3,46,2,60,4,56,6,59
Italy,ITA,1,36,1,94,97,96,291,354,278,174,389,377,417,291,455,339,347,414,404,277,485,479,611,193,460,179,457,198,474,290,469,208,382,227,399
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,26,16,13,0,29,35,51,36,32,75,55,55,6,69,6,65,2,62,0,66,1,62,2,77
Japan,JPN,0,0,0,0,0,4,26,35,66,236,371,0,158,248,346,531,384,419,413,80,438,521,516,123,440,239,355,201,408,190,450,153,397,171,436
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,9,5,5,8,0,8,0,8,0,7,0,9,0,8
Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,142,114,158,101,130,97,146,100,132,115,123
Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,41,50,69,0,0,67,88,55,0,54,1,59,2,46,1,47,0,51,0,80
Kuwait,KUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,21,67,31,34,337,0,27,0,30,0,11,0,8,0,12,0,0
Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,2,71,4,32,2,22,3,15,2,19
Latvia,LAT,0,0,0,0,0,0,0,54,27,13,69,0,0,0,0,0,0,0,0,0,0,0,72,34,55,45,60,62,45,86,53,79,48,74,33
Lebanon,LIB,0,0,0,0,0,0,0,0,0,0,0,12,12,8,25,20,21,38,5,26,38,40,26,0,1,0,6,3,5,7,6,6,10,3,9
Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,12,18,2,14,17,15,20,22,29,17,27,52,26,25,2,19,2,18,1,12,2,5,4,5,3
Lithuania,LTU,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,67,13,81,18,77,21,70,14,78,13,72,20,80
Luxemberg,LUX,0,1,0,0,0,44,35,122,112,11,130,115,101,27,117,27,7,15,9,4,5,14,13,5,7,1,9,0,14,1,19,0,11,1,15
Malaysia,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,57,25,0,27,17,30,0,43,0,55,0,38,0,42,0,38,0,42
Mauritius,MRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,0,32,0,26,0,9,0,11,0,11,0,11
Mexico,MEX,0,3,0,0,0,0,0,28,60,100,32,149,85,36,108,118,446,281,137,74,158,161,170,1,111,0,98,3,137,0,103,2,119,1,139
Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,4,35,9,33,10,30,11,20,5,23
Mongolia,MON,0,0,0,0,0,0,7,9,12,1,11,4,8,0,10,1,2,5,10,0,10,13,8,7,4,6,4,7,3,10,5,6,6,11,8
Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,21,33,39,9,0,42,35,68,38,55,0,55,0,57,0,49,2,67,4,52
Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,12,7,0,3,0,4,0,4,0,4,0,6,0,8
Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,16,0,10,0,11,0,9,0,11
Nepal,NEP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,1,10,10,20,2,0,6,0,5,0,6,1,8,1,5,1,7
Netherlands,NED,0,73,0,49,218,45,213,246,390,78,241,200,197,17,167,164,166,225,198,159,214,227,297,43,288,48,285,47,264,61,281,65,220,82,325
Netherlands Antilles,AHO,0,0,0,0,0,0,0,0,0,0,0,,11,0,5,4,5,2,4,0,13,7,6,0,7,0,8,0,3,0,4,0,0,0,0
New Zealand,NZL,0,1,0,0,0,0,6,6,13,29,9,8,26,54,57,88,80,118,111,18,171,127,185,16,129,9,177,16,184,18,201,22,204,18,232
Niger,NIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,4,6,3,0,3,0,4,0,4,0,4,0,6,0,6
Nigeria,NGR,0,0,0,0,0,0,0,0,0,0,0,0,15,14,15,19,46,36,0,56,36,82,68,0,84,0,96,0,71,0,89,0,58,0,77
North Korea,PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,93,40,121,17,15,155,0,34,17,47,0,71,7,66,3,57,0,38
Norway,NOR,0,29,5,55,89,240,267,139,109,41,128,153,279,96,99,123,193,275,156,100,229,194,270,159,116,149,111,166,52,161,98,190,69,219,77
Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,44,51,79,53,47,15,26,24,0,33,33,28,0,24,0,27,0,26,0,22,1,21,1,7
Panama,PAN,0,0,0,0,0,0,0,0,2,0,0,2,1,0,8,15,16,8,13,0,10,9,7,0,9,0,7,0,5,0,5,0,8,0,14
Paraguay,PAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,18,13,31,0,7,0,5,0,22,0,7,0,10,1,11
Peru,PER,0,2,0,0,0,0,0,0,0,3,46,49,0,10,33,40,33,31,14,38,44,26,21,0,33,0,22,0,14,0,13,5,16,5,34
Philippines,PHI,0,0,0,0,0,0,0,2,6,8,40,31,28,48,46,67,89,83,22,0,32,43,40,0,18,0,22,0,21,0,17,0,11,1,13
Poland,POL,0,0,0,0,0,1,0,115,174,93,204,96,290,185,335,324,346,478,377,457,42,235,359,59,205,79,238,54,224,91,314,106,245,149,287
Portugal,POR,0,0,0,0,0,8,40,47,35,8,23,59,150,13,101,20,33,41,36,0,18,48,95,115,4,131,2,64,93,1,84,1,98,4,106
Puerto Rico,PUR,0,0,0,0,0,0,0,0,0,0,0,9,23,14,29,45,99,60,112,3,59,73,103,6,91,7,38,0,52,0,31,0,28,0,41
Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,30,0,13,0,19,0,15,0,20,0,14,0,42
Republic of China,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,96,93,53,11,0,68,137,49,2,103,9,71,6,104,1,92,1,55,5,67
Republic of South Africa,RSA,0,0,3,0,33,56,93,44,40,18,54,43,106,85,74,0,0,0,0,0,0,0,141,3,111,3,161,4,128,9,179,2,145,0,155
Romania,ROU,0,1,0,0,0,0,0,45,38,8,138,14,266,132,156,261,139,279,292,375,226,195,364,48,284,27,252,39,193,49,172,47,155,40,119
Rusia,RUS,0,5,0,0,7,256,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,552,193,602,238,593,279,600,271,549,345,406
Saudi Arabia,KSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,42,13,17,0,34,0,23,0,16,0,18,0,23,0,11
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,40,33,39,31,35,35,1,12,0,32,0,21,3,17,2,32,0,22
Serbia,SRB,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,15,130,17,127
Serbia and Montenegro,SCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,125,8,96,11,0,0,0,0,0
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,1,7,48,2,0,6,12,4,0,14,27,37,0,35,0,23,0,18,0,36,0,36,0,32
Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,94,64,132,79,80,112,67,107,65,111,63
Slovenia,SLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,59,47,69,90,96,98,96,73,107,78,116,70
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,55,22,46,69,256,80,54,60,24,278,607,379,45,417,79,359,87,344,54,329,84,312,130,263
Soviet Union,URS,0,0,0,0,0,0,0,0,0,0,0,0,443,482,497,562,590,647,691,785,139,795,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,0,7,0,0,0,0,111,148,101,8,6,93,53,30,240,79,165,169,171,226,282,346,582,33,384,24,431,16,423,28,355,35,339,39,363
Sri Lanka,SRI,0,0,0,0,0,0,0,0,0,0,0,10,7,3,5,7,3,6,0,4,9,0,16,0,11,0,24,0,8,0,9,0,8,0,10
Sudan,SUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,31,0,0,9,8,7,0,4,0,3,0,4,0,9,0,6,0,6
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,7,10,9,0,11,0,5,0,4,0,4,0,5,0,6
Sweden,SWE,5,27,0,95,268,669,404,294,165,61,348,1,442,279,320,273,298,287,241,310,352,377,388,151,233,146,198,159,157,168,166,172,168,148,186
Switzerland,SUI,8,52,7,45,1,7,126,301,279,21,361,380,317,98,254,226,217,344,187,159,324,277,300,106,172,118,138,167,138,181,116,190,126,219,152
Syria,SYR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,71,9,13,9,0,8,0,8,0,6,0,7,0,10,0,7
Tanzania,TAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,22,0,48,21,10,9,0,7,0,4,0,9,0,9,0,6,0,7
Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,15,38,22,62,46,37,62,0,40,15,64,0,54,0,68,2,47,1,53,0,43,3,58
Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,9,2,10,0,16,25,36,20,15,23,10,13,2,16,2,29,3,26,0,35,0,38,0,43
Turkey,TUR,0,0,0,2,0,7,0,23,40,2,69,97,58,38,64,37,50,50,47,73,70,71,1,61,1,67,5,74,17,71,9,119,11,,
Turkey,TUR,0,0,0,2,0,7,0,23,40,2,69,97,58,38,64,37,50,50,47,0,73,70,71,1,61,1,67,5,74,17,71,9,119,11,119
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,19,14,35,0,16,30,30,9,0,12,0,13,0,11,0,11,0,16,0,23
United Arab Emirates,UAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,36,0,4,0,5,0,5,0,9,0,26,0,12
United States,USA,27,135,1018,81,219,364,473,500,461,813,553,518,544,525,528,619,664,725,705,155,849,912,968,237,839,284,764,313,726,325,760,341,689,367,719
United States Virgin Islands,ISV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,0,52,49,41,6,14,5,12,8,9,8,9,0,9,2,7
Uruguay,URU,0,0,0,0,0,0,0,40,17,6,39,77,42,29,39,29,50,20,15,0,23,18,18,0,15,1,17,0,18,0,13,0,27,0,17
Venezuela,VEN,0,0,0,0,0,0,0,0,0,1,0,2,63,38,52,21,30,33,56,43,44,17,27,0,53,1,65,4,53,1,126,0,85,1,105
Vietnam,VIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,10,0,6,0,7,0,11,0,18,0,24,0,28
West Germany,FRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,707,557,118,691,671,0,0,0,0,0,0,0,0,0,0,0,0,0
Yugoslovia,YUG,0,0,0,0,0,0,15,123,94,1,196,192,201,73,183,177,176,239,136,207,257,232,56,0,0,0,0,0,0,0,0,0,0,0,0
Zamabia,ZAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,12,0,43,18,33,11,0,8,0,8,0,6,0,8,0,7,0,7
Zimbabwe,ZIM,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,31,0,0,0,52,20,47,28,0,21,0,26,0,14,0,16,0,9,2,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
