year,Country,Season
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1904,America,Summer
1908,Africa,Summer
1908,Africa,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,America,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Europe,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1908,Australia,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Africa,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,Australia,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,America,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1912,Europe,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,Africa,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,Australia,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,America,Summer
1920,Asia,Summer
1920,Asia,Summer
1920,Europe,Summer
1920,Europe,Summer
1920,Europe,Summer
1920,Europe,Summer
